ticket_id,address
18859,"1256 25th st, Detroit MI"
18922,"14301 greenfield, Detroit MI"
18850,"3737 carter, Detroit MI"
18824,"159 virginia park, Detroit MI"
18860,"18946 greenfield, Detroit MI"
19063,"15065 faircrest, Detroit MI"
18854,"12148 prairie, Detroit MI"
18925,"8343 third, Detroit MI"
18864,"2968 vicksburg, Detroit MI"
18905,"8657 greenfield, Detroit MI"
19212,"7225 jefferson, Detroit MI"
19221,"7225 jefferson, Detroit MI"
19217,"7225 jefferson, Detroit MI"
18909,"10271 livernois, Detroit MI"
18924,"5474 cass, Detroit MI"
18877,"16820 greenfield, Detroit MI"
18876,"16800 greenfield, Detroit MI"
18834,"7866 conant, Detroit MI"
18871,"15875 greenfield, Detroit MI"
18872,"13801 mcnichols, Detroit MI"
18827,"555 lafayette, Detroit MI"
18842,"3720 gratiot, Detroit MI"
18903,"3274 boston blvd, Detroit MI"
18942,"15868 washburn, Detroit MI"
18838,"150 bagley, Detroit MI"
18867,"7527 hanover, Detroit MI"
18857,"7527 hanover, Detroit MI"
19058,"18508 hickory, Detroit MI"
18856,"4473 third, Detroit MI"
18878,"18641 wyoming, Detroit MI"
18888,"7727 bryden, Detroit MI"
18868,"4121 nottingham, Detroit MI"
19202,"3250 franklin, Detroit MI"
19205,"3250 franklin, Detroit MI"
19204,"3250 franklin, Detroit MI"
18858,"1368 broadway, Detroit MI"
19064,"12039 hubbell, Detroit MI"
18823,"8650 dennison, Detroit MI"
18968,"2830 gratiot, Detroit MI"
18887,"1555 jefferson, Detroit MI"
18870,"12693 indiana, Detroit MI"
18908,"12220 livernois, Detroit MI"
18915,"12500 livernois, Detroit MI"
18828,"2441 clements, Detroit MI"
18932,"4033 virginia park, Detroit MI"
18934,"4033 virginia park, Detroit MI"
18945,"15502 roselawn, Detroit MI"
18819,"14185 greenfield, Detroit MI"
18893,"20001 greenfield, Detroit MI"
18947,"16552 ward, Detroit MI"
18848,"2562 cortland, Detroit MI"
18901,"6615 greenfield, Detroit MI"
18919,"1584 elmhurst, Detroit MI"
18866,"17881 riopelle, Detroit MI"
18821,"15341 greenfield, Detroit MI"
18991,"4350 cortland, Detroit MI"
18963,"3037 columbus, Detroit MI"
18959,"3575 24th st, Detroit MI"
19055,"15970 charlevoix, Detroit MI"
19065,"880 algonquin, Detroit MI"
19004,"1630 seven mile, Detroit MI"
18973,"8144 traverse, Detroit MI"
19179,"13605 montrose, Detroit MI"
19035,"5333 ivanhoe, Detroit MI"
18966,"4526 charles, Detroit MI"
19010,"15360 schaefer, Detroit MI"
19015,"8841 michigan ave, Detroit MI"
19038,"1547 lawrence, Detroit MI"
19016,"326 colonial, Detroit MI"
18999,"3401 riopelle, Detroit MI"
19031,"5369 ivanhoe, Detroit MI"
19040,"11370 seven mile, Detroit MI"
18986,"7551 pilgrim, Detroit MI"
18984,"14933 terry, Detroit MI"
19186,"2971 seven mile, Detroit MI"
19160,"16515 littlefield, Detroit MI"
19123,"8200 west parkway, Detroit MI"
19033,"11000 seven mile, Detroit MI"
18962,"4827 jeffries, Detroit MI"
19131,"10311 morley, Detroit MI"
19050,"18228 james couzens, Detroit MI"
18982,"19370 rogge, Detroit MI"
19020,"6358 30th st, Detroit MI"
18992,"22101 moross, Detroit MI"
19048,"2700 cortland, Detroit MI"
18980,"18090 james couzens, Detroit MI"
18964,"1516 vinewood, Detroit MI"
19023,"13001 joy rd, Detroit MI"
19184,"1638 seven mile, Detroit MI"
19047,"1960 clements, Detroit MI"
19162,"14787 st marys, Detroit MI"
18961,"3454 bagley, Detroit MI"
18956,"10223 whittier, Detroit MI"
18965,"17852 yonka, Detroit MI"
19005,"16808 mendota, Detroit MI"
19019,"12730 joy rd, Detroit MI"
18955,"19190 kelly rd, Detroit MI"
19169,"13620 montrose, Detroit MI"
18977,"19314 binder, Detroit MI"
19006,"1203 dragoon, Detroit MI"
18987,"18925 morang, Detroit MI"
18981,"9577 outer drive, Detroit MI"
18960,"1310 broadway, Detroit MI"
19025,"1723 seven mile, Detroit MI"
19021,"1721 seven mile, Detroit MI"
19041,"18240 james couzens, Detroit MI"
19159,"17537 asbury park, Detroit MI"
18958,"1521 broadway, Detroit MI"
18985,"11514 morang, Detroit MI"
18998,"12661 mack, Detroit MI"
19042,"2701 hazelwood, Detroit MI"
19046,"1617 lawrence, Detroit MI"
19189,"17216 harper, Detroit MI"
19164,"14781 st marys, Detroit MI"
19002,"104 kenilworth, Detroit MI"
19022,"13000 joy rd, Detroit MI"
18997,"18165 mack, Detroit MI"
18972,"3630 nagle, Detroit MI"
19155,"18675 rutherford, Detroit MI"
19018,"1700 seven mile, Detroit MI"
18954,"3091 bewick, Detroit MI"
18967,"8400 tireman, Detroit MI"
19036,"11037 seven mile, Detroit MI"
19012,"5403 vernor, Detroit MI"
18976,"12645 wilfred, Detroit MI"
18950,"2941 poplar, Detroit MI"
19118,"12713 meyers rd, Detroit MI"
18994,"14238 harper, Detroit MI"
19007,"1634 seven mile, Detroit MI"
18989,"4700 davison, Detroit MI"
19032,"13901 joy rd, Detroit MI"
18953,"17491 mt elliott, Detroit MI"
19024,"13200 joy rd, Detroit MI"
19003,"3058 junction, Detroit MI"
18990,"8358 townsend, Detroit MI"
19114,"12731 meyers rd, Detroit MI"
18970,"20150 spencer, Detroit MI"
19060,"15934 seven mile, Detroit MI"
19013,"3246 davison, Detroit MI"
19127,"8200 west parkway, Detroit MI"
19014,"8614 michigan ave, Detroit MI"
19034,"11028 seven mile, Detroit MI"
19030,"1731 seven mile, Detroit MI"
19039,"11145 seven mile, Detroit MI"
19028,"13519 joy rd, Detroit MI"
18957,"14320 kercheval, Detroit MI"
19178,"14763 st marys, Detroit MI"
19180,"14729 st marys, Detroit MI"
18951,"3998 15th st, Detroit MI"
18979,"6628 carlisle, Detroit MI"
19182,"13580 montrose, Detroit MI"
19045,"5332 ivanhoe, Detroit MI"
19000,"1627 seven mile, Detroit MI"
19017,"9138 michigan ave, Detroit MI"
19185,"12930 montrose, Detroit MI"
18971,"2801 mcnichols, Detroit MI"
18969,"5101 mcnichols, Detroit MI"
19188,"18066 chalmers, Detroit MI"
19011,"1642 seven mile, Detroit MI"
19009,"6037 cadet, Detroit MI"
18975,"2855 seven mile, Detroit MI"
19194,"18726 hayes, Detroit MI"
19112,"7553 seven mile, Detroit MI"
19125,"1630 hazelwood, Detroit MI"
19119,"7690 seven mile, Detroit MI"
19107,"7449 seven mile, Detroit MI"
19105,"7445 seven mile, Detroit MI"
19124,"6561 vinewood, Detroit MI"
19143,"14821 troester, Detroit MI"
19181,"6418 vinewood, Detroit MI"
19198,"13625 eight mile, Detroit MI"
19190,"14150 eight mile, Detroit MI"
19214,"2051 gratiot, Detroit MI"
19196,"8020 seven mile, Detroit MI"
19158,"1750 seven mile, Detroit MI"
19139,"32 mt vernon, Detroit MI"
19203,"3157 deacon, Detroit MI"
19231,"3157 deacon, Detroit MI"
19208,"12745 gratiot, Detroit MI"
19141,"1800 seven mile, Detroit MI"
19156,"22436 warren, Detroit MI"
19201,"5200 fernwood, Detroit MI"
19154,"13998 gratiot, Detroit MI"
19132,"2216 hazelwood, Detroit MI"
19126,"11401 seven mile, Detroit MI"
19211,"9654 gratiot, Detroit MI"
19209,"14271 gratiot, Detroit MI"
19215,"10400 gratiot, Detroit MI"
19161,"5310 ivanhoe, Detroit MI"
19192,"7033 jefferson, Detroit MI"
19200,"2442 lamothe, Detroit MI"
19157,"15331 greenfield, Detroit MI"
19152,"1801 seven mile, Detroit MI"
19108,"7507 seven mile, Detroit MI"
19147,"2646 hazelwood, Detroit MI"
19111,"847 blaine, Detroit MI"
19120,"6704 vinewood, Detroit MI"
19116,"6648 vinewood, Detroit MI"
19148,"1601 lawrence, Detroit MI"
19153,"11429 seven mile, Detroit MI"
19101,"4300 cadieux, Detroit MI"
19151,"1693 lawrence, Detroit MI"
19193,"10800 jefferson, Detroit MI"
19138,"11412 seven mile, Detroit MI"
19140,"2303 hazelwood, Detroit MI"
19163,"6335 lyndon, Detroit MI"
19130,"2213 hazelwood, Detroit MI"
19115,"7604 seven mile, Detroit MI"
19113,"7601 seven mile, Detroit MI"
19146,"19961 santa barbara, Detroit MI"
19136,"2274 hazelwood, Detroit MI"
19110,"7524 seven mile, Detroit MI"
19191,"9221 jefferson, Detroit MI"
19102,"19439 joy rd, Detroit MI"
19199,"16626 santa rosa, Detroit MI"
19168,"6326 vinewood, Detroit MI"
19172,"6722 vinewood, Detroit MI"
19128,"1636 hazelwood, Detroit MI"
19145,"2522 hazelwood, Detroit MI"
19121,"11395 seven mile, Detroit MI"
19137,"2310 hazelwood, Detroit MI"
19142,"2508 hazelwood, Detroit MI"
19122,"6646 vinewood, Detroit MI"
19104,"7437 seven mile, Detroit MI"
19103,"14451 burt rd, Detroit MI"
19176,"4216 clements, Detroit MI"
19170,"2051 davison, Detroit MI"
19117,"7606 seven mile, Detroit MI"
19109,"3962 second, Detroit MI"
19150,"11420 seven mile, Detroit MI"
19183,"5393 ivanhoe, Detroit MI"
19171,"7410 seven mile, Detroit MI"
19173,"7420 seven mile, Detroit MI"
19149,"1966 lawrence, Detroit MI"
19187,"1475 milwaukee, Detroit MI"
19135,"1941 hazelwood, Detroit MI"
19129,"1946 hazelwood, Detroit MI"
19134,"2246 hazelwood, Detroit MI"
19206,"8058 thaddeus, Detroit MI"
19174,"7441 seven mile, Detroit MI"
19144,"2517 hazelwood, Detroit MI"
19133,"1947 hazelwood, Detroit MI"
19166,"7001 lyndon, Detroit MI"
19165,"6341 lyndon, Detroit MI"
19167,"7049 lyndon, Detroit MI"
19177,"18942 antwerp, Detroit MI"
19106,"19500 prevost, Detroit MI"
19251,"3360 columbus, Detroit MI"
19301,"5345 joy rd, Detroit MI"
19245,"3015 columbus, Detroit MI"
19318,"7031 warren, Detroit MI"
19226,"8928 vernor, Detroit MI"
20532,"940 mcnichols, Detroit MI"
19330,"15020 eight mile, Detroit MI"
19273,"15420 robson, Detroit MI"
19307,"17143 stansbury, Detroit MI"
19308,"17143 stansbury, Detroit MI"
19285,"2239 clements, Detroit MI"
19334,"15030 eight mile, Detroit MI"
19288,"2601 cortland, Detroit MI"
19277,"2714 hazelwood, Detroit MI"
19278,"18632 albany st, Detroit MI"
19290,"4314 cortland, Detroit MI"
19249,"3357 columbus, Detroit MI"
19236,"3222 pingree, Detroit MI"
19262,"2710 clements, Detroit MI"
19255,"3244 fullerton, Detroit MI"
19271,"15420 robson, Detroit MI"
19291,"18040 james couzens, Detroit MI"
19289,"20470 washington blvd, Detroit MI"
19246,"13604 montrose, Detroit MI"
19232,"18210 james couzens, Detroit MI"
19210,"7721 seven mile, Detroit MI"
19260,"3328 fullerton, Detroit MI"
19265,"18076 james couzens, Detroit MI"
19276,"14917 robson, Detroit MI"
19261,"18072 james couzens, Detroit MI"
19243,"4303 pingree, Detroit MI"
19219,"8740 seven mile, Detroit MI"
19216,"8027 seven mile, Detroit MI"
19352,"15000 eight mile, Detroit MI"
19350,"15000 gratiot, Detroit MI"
19281,"2225 clements, Detroit MI"
19315,"18066 chalmers, Detroit MI"
19252,"4005 columbus, Detroit MI"
19269,"12760 stoepel, Detroit MI"
19227,"9400 oakland, Detroit MI"
19562,"16652 whitcomb, Detroit MI"
19305,"5231 moran, Detroit MI"
20536,"940 mcnichols, Detroit MI"
19279,"2661 hazelwood, Detroit MI"
19234,"3212 pingree, Detroit MI"
19302,"3403 oakman blvd, Detroit MI"
19304,"3404 oakman blvd, Detroit MI"
19268,"19300 greenfield, Detroit MI"
19292,"16551 whitcomb, Detroit MI"
19240,"3331 pingree, Detroit MI"
19284,"15890 robson, Detroit MI"
19298,"18697 albany st, Detroit MI"
19312,"6533 jefferson, Detroit MI"
19373,"11288 gratiot, Detroit MI"
19274,"14029 anglin, Detroit MI"
19286,"19717 marx, Detroit MI"
19230,"3010 pingree, Detroit MI"
19250,"18052 james couzens, Detroit MI"
19327,"5996 woodward ave, Detroit MI"
19324,"8361 woodward ave, Detroit MI"
19339,"8901 woodward ave, Detroit MI"
19325,"5564 woodward ave, Detroit MI"
19328,"5716 cabot, Detroit MI"
19228,"1601 springwells, Detroit MI"
19239,"3320 pingree, Detroit MI"
19313,"4790 st clair, Detroit MI"
19287,"3231 philadelphia, Detroit MI"
19235,"6118 30th st, Detroit MI"
19237,"3849 vernor, Detroit MI"
19244,"4114 philadelphia, Detroit MI"
19295,"4231 clements, Detroit MI"
19224,"5311 proctor, Detroit MI"
19270,"18647 albany st, Detroit MI"
19223,"4600 plumer, Detroit MI"
19275,"3254 doris, Detroit MI"
19256,"2446 fullerton, Detroit MI"
19299,"9733 yosemite, Detroit MI"
19322,"14189 gratiot, Detroit MI"
19225,"7710 eight mile, Detroit MI"
19309,"2231 mcnichols, Detroit MI"
19282,"2310 gladstone, Detroit MI"
19266,"12686 stoepel, Detroit MI"
19248,"3345 columbus, Detroit MI"
19218,"11140 grand river, Detroit MI"
19257,"9922 belleterre, Detroit MI"
19222,"8040 seven mile, Detroit MI"
19300,"16900 coyle, Detroit MI"
19267,"2695 columbus, Detroit MI"
19297,"9739 yosemite, Detroit MI"
19242,"4045 pingree, Detroit MI"
19247,"3270 columbus, Detroit MI"
19280,"17942 anglin, Detroit MI"
19326,"7836 smart, Detroit MI"
19238,"3285 pingree, Detroit MI"
19259,"16861 greydale, Detroit MI"
19254,"4081 columbus, Detroit MI"
19241,"3788 pingree, Detroit MI"
19358,"8415 jefferson, Detroit MI"
19258,"2421 cortland, Detroit MI"
19294,"17484 anglin, Detroit MI"
19360,"6331 jefferson, Detroit MI"
19213,"7731 seven mile, Detroit MI"
19293,"4244 clements, Detroit MI"
20538,"16942 parkside, Detroit MI"
19263,"1944 lothrop, Detroit MI"
19220,"2326 seven mile, Detroit MI"
19272,"18056 james couzens, Detroit MI"
19233,"5600 fort st, Detroit MI"
19303,"3351 medbury, Detroit MI"
19306,"10811 puritan, Detroit MI"
19283,"15825 robson, Detroit MI"
20529,"16944 wildemere, Detroit MI"
19296,"3046 columbus, Detroit MI"
19638,"18917 joy rd, Detroit MI"
19456,"17602 seven mile, Detroit MI"
19353,"5614 23rd st, Detroit MI"
19383,"10400 gratiot, Detroit MI"
19420,"2549 drexel, Detroit MI"
19363,"1967 clements, Detroit MI"
19443,"9283 meyers rd, Detroit MI"
19378,"7777 chicago, Detroit MI"
19381,"3215 clements, Detroit MI"
19415,"8702 kitchener, Detroit MI"
19421,"3780 carter, Detroit MI"
19436,"12838 lawton, Detroit MI"
19366,"5537 spokane, Detroit MI"
19633,"18901 joy rd, Detroit MI"
19314,"20912 fenkell, Detroit MI"
19347,"17150 schaefer, Detroit MI"
19320,"24817 mcnichols, Detroit MI"
19390,"8915 fenkell, Detroit MI"
19437,"19616 anglin, Detroit MI"
19340,"13247 lauder, Detroit MI"
19409,"4138 buchanan, Detroit MI"
19391,"4101 clements, Detroit MI"
19400,"6775 brimson, Detroit MI"
19412,"6866 brimson, Detroit MI"
19405,"8242 faust, Detroit MI"
19430,"15762 lesure, Detroit MI"
19446,"18510 fitzpatrick ct, Detroit MI"
19486,"12703 chapel, Detroit MI"
19434,"16390 warren, Detroit MI"
19448,"2080 clairmount, Detroit MI"
19425,"14367 braile, Detroit MI"
20903,"4060 vernor, Detroit MI"
19375,"18264 james couzens, Detroit MI"
19513,"1475 milwaukee, Detroit MI"
19397,"3011 grand blvd, Detroit MI"
19636,"19500 joy rd, Detroit MI"
19432,"16206 santa rosa, Detroit MI"
19418,"19354 anglin, Detroit MI"
19435,"12525 mack, Detroit MI"
19337,"18244 seven mile, Detroit MI"
19342,"16400 mcnichols, Detroit MI"
19317,"18141 mcnichols, Detroit MI"
19323,"8200 outer drive, Detroit MI"
19394,"12943 fenkell, Detroit MI"
19635,"19136 joy rd, Detroit MI"
19634,"19146 joy rd, Detroit MI"
19453,"15403 harper, Detroit MI"
19428,"6075 ashton, Detroit MI"
19349,"19163 livernois, Detroit MI"
19374,"2281 clements, Detroit MI"
19643,"18220 joy rd, Detroit MI"
19370,"1997 clements, Detroit MI"
19321,"24841 grand river, Detroit MI"
19422,"6106 beechwood, Detroit MI"
19411,"18073 strasburg, Detroit MI"
19371,"2002 clements, Detroit MI"
19526,"1475 milwaukee, Detroit MI"
19541,"19349 joy rd, Detroit MI"
19382,"7309 fenkell, Detroit MI"
19438,"16212 santa rosa, Detroit MI"
19336,"8151 desoto, Detroit MI"
19392,"338 lakewood, Detroit MI"
19623,"19000 joy rd, Detroit MI"
19416,"8093 faust, Detroit MI"
19413,"8098 faust, Detroit MI"
19388,"4082 clements, Detroit MI"
19338,"21559 grand river, Detroit MI"
19344,"20544 grand river, Detroit MI"
19362,"1959 clements, Detroit MI"
19401,"8264 faust, Detroit MI"
19627,"19400 joy rd, Detroit MI"
19440,"17328 indiana, Detroit MI"
19547,"2867 seven mile, Detroit MI"
19530,"2867 seven mile, Detroit MI"
19404,"18500 james couzens, Detroit MI"
19398,"1813 grand blvd, Detroit MI"
19387,"18300 james couzens, Detroit MI"
19396,"18697 albany st, Detroit MI"
19356,"8560 roselawn, Detroit MI"
19522,"925 louisiana, Detroit MI"
29318,"925 louisiana, Detroit MI"
